OBJECTID,INSPECTOR,INSPECTIONDATE,RESTAREAID,RESTAREANAME,ROADNAME,CARRIAGEWAY,DECLAREDROADNAME,LOCALROADNAME,ROADNUMBER,DIRECTION,RMACLASS,SRNS,NEARESTINTERSECTION,DISTANCEFROMINT,DIRECTIONFROMINT,TDI,LOCALITY,MUNICIPALITY,VICROADSREGION,VCSDMAPREF,LATITUDE,LONGITUDE,RESTAREATYPE,RESTAREACATEGORY,SUITABLEASTIRA,SITELOCATION,ROADSPEEDLIMIT,BUFFERZONE,BUFFERWIDTH,SURFACETYPE,SURFACECONDITION,DELINEATEDPARKING,TOILETS,DISABLEDTOILETS,TOILETSEWERAGE,PICNICTABLES,BBQ,RUBBISHBINS,WATER,SHADESHELTERPICNIC,SHADESHELTERPARKING,SHADEEXTENT,SHADEDURATION,LIGHTING,TOURISTINFO,COMMERCIALACTIVITY,DRIVERREVIVER,CAMPING,FACILITIESCOMMENTS,NUMBERCARSPACES,NUMBERCARAVANSPACES,NUMBERTRUCKSPACES,NUMBERBDOUBLESPACES,NUMBERHPFVSPACES,TOTALPARKINGAREA,PARKINGCOMMENTS,CARAVANACCESS,TRUCKACCESS,BDOUBLEACCESS,HPFVACCESS,ODVEHICLEACCESS,APPROACHLINEOFSIGHT,EGRESSLINEOFSIGHT,OPPOSITEACCESS,OPPOSITEEGRESS,SIGNAGEMARKINGS,RESTAREASPEEDLIMIT,PEDESTRIANCONFLICT,ACCESSCOMMENTS,SITEAMENITY,FEATURESOFINTEREST,AMENITYCOMMENTS,GENERALCOMMENTS,UNIQUEID,CREATED_DATE,LAST_EDITED_DATE,GLOBALID
363020,,1.43519E+12,3000092,Cauldermeade Road,BASS HIGHWAY,SOUTHBOUND,SOUTH GIPPSLAND HIGHWAY,SOUTH GIPPSLAND HIGHWAY,2580,F,AH,M420,CALDERMEADE ROAD,1,NORTHWEST,44317.683,CALDERMEADE,CARDINIA,METRO SOUTH EAST,459J8,-38.24534,145.5378,SERVICE CENTRE,FREEWAY SERVICE CENTRE,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,CONCRETE,EXCELLENT,GOOD,EXCELLENT,GOOD,Not Assessed,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,NO SHADE,NO SHADE,NO SHADE,NO SHADE,EXCELLENT,NONE,NONE,NO,NO,Recently Established and Good Condition,38,8,8,,,7200,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,EXCELLENT,40,SIGNS INSTALLED,Turning Lane Provided,PLEASANT,None,Recently Established,Modern Service Centre Facilities,466,1.46295E+12,1.4847E+12,28c0c418-87d7-4304-8fc4-61121c575925
363021,,1.43519E+12,3000093,Koo Wee Rup Observation Tower,BASS HIGHWAY,EASTBOUND,SOUTH GIPPSLAND HIGHWAY,SOUTH GIPPSLAND HIGHWAY,2580,F,AH,M420,ROSSITER ROAD,846,WEST,35547.007,KOO WEE RUP,CARDINIA,METRO SOUTH EAST,459F6,-38.21309,145.45896,PICNIC AREA,NON VICROADS,NOT ASSESSED,BEND FLAT,100,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,GOOD,GOOD,COVERED NO WALKWAY,NO SHADE,NO SHADE,NO SHADE,NONE,EXCELLENT,NONE,NOT ASSESSED,NO,No Comments,50,20,20,,,2000,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Turning Lane Provided For Eastbound Traffic,PLEASANT,Scenic Lookout,No Comments,No Comments,467,1.46295E+12,1.4847E+12,d02502ea-75bc-4294-a98a-9e89e275e65d
363022,,1.4358E+12,3000094,Trafalgar weighbridge eastbound,PRINCES HIGHWAY EAST,EASTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,M1,NINE MILE ROAD,667,WEST,119236.526,YARRAGON,BAW BAW,EASTERN,97C5,-38.20641,146.10049,WEIGHBRIDGE,TRUCK PARKING BAY,NOT ASSESSED,STRAIGHT FLAT,110,NONE,NOT ASSESSED,ASPHALT,EXCELLENT,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,GOOD,NONE,NONE,NO,NO,No Facilities At Site,0,0,2,,,1000,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,EXCELLENT,NO SIGNS,MINIMAL,signs and turning lane provided,UNINVITING,Weighbridge,No Comments,No Comments,468,1.46295E+12,1.4847E+12,41a65847-41a4-4df4-86ab-f0cb9968000b
363023,,1.4358E+12,3000095,Trafalgar weighbridge westbound,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,R,AH,M1,WILLIAMSONS ROAD,400,WEST,392262.215,YARRAGON,BAW BAW,EASTERN,97C5,-38.20727,146.10345,WEIGHBRIDGE,TRUCK PARKING BAY,NOT ASSESSED,STRAIGHT FLAT,110,NONE,NOT ASSESSED,ASPHALT,EXCELLENT,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,EXCELLENT,NONE,NONE,NO,NO,No Facilities At Site,0,0,8,,,3000,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,EXCELLENT,NO SIGNS,MINIMAL,signs and turning lane provided,UNINVITING,Weighbridge,No Comments,No Comments,469,1.46295E+12,1.4847E+12,5d6d6e57-b02d-4ae3-96ce-33c93adfd376
363024,,1.4358E+12,3000096,Blue Rock Lake,WILLOW GROVE ROAD,SOUTHBOUND,,OLD TANJIL ROAD,9999,F,MU,N,WILLOW GROVE ROAD,484,NORTHEAST,36.544,WILLOW GROVE,BAW BAW,EASTERN,97D2,-38.06093,146.17769,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND HILL,100,VEGETATION,NOT ASSESSED,ASPHALT,EXCELLENT,NONE,GOOD,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,COVERED NO WALKWAY,TREES,SOME SHADE,ALL DAY,NONE,GOOD,NONE,NO,NO,Boat Ramp and Trailer Parking and Walking Track,50,20,0,,,1800,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,EXCELLENT,40,MINIMAL,Access is 400m along Old Tanjil Road,SCENIC,None,Clean,Large picnic area,470,1.46295E+12,1.4847E+12,e574861e-5ceb-430e-ae6f-0ba8ece7200d
363025,,1.4358E+12,3000097,Icy Creek,MOUNT BAW BAW ROAD,SOUTHBOUND,MOUNT BAW BAW ROAD,MT BAW BAW TOURIST ROAD,4526,F,AO,C426,WILLOW GROVE ROAD,2738,EAST,16828.792,ICY CREEK,BAW BAW,EASTERN,81C8,-37.87864,146.09459,CARS ONLY,NOT ASSESSED,NOT ASSESSED,STRAIGHT HILL,80,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,POOR,NONE,Not Assessed,NONE,NONE,GOOD,GOOD,TREES,TREES,MOSTLY SHADED,MORNING,POOR,NONE,NONE,NO,NO,Public phonebox nearby,0,0,0,,,800,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,POOR,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,Toilets earmarked for closure after 2015 ski season,No Comments,471,1.46295E+12,1.4847E+12,ff20975d-a83e-405c-9f2a-5fb8dc5ef205
363026,,1.4358E+12,3000098,Little Charli's Lookout,MAIN NEERIM ROAD,NORTHBOUND,MAIN NEERIM ROAD,MAIN NEERIM ROAD,5529,F,AO,C425,SAWYER ROAD,297,NORTH,23827.692,NEERIM,BAW BAW,EASTERN,80H9,-37.97565,145.94646,SCENIC LOOKOUT,NOT ASSESSED,NOT ASSESSED,BEND FLAT,100,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,POOR,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,SOME SHADE,MIDDAY,NONE,GOOD,NONE,NO,NO,Toilet is unusable,15,4,3,,,2000,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,Toilet should be closed,No Comments,472,1.46295E+12,1.4847E+12,0692c283-e142-462b-b72a-b7d6f2f72ab0
363027,,1.4358E+12,3000099,,BRANDY CREEK ROAD,SOUTHBOUND,BRANDY CREEK ROAD,BRANDY CREEK ROAD,5532,F,AO,C425,RESERVOIR ROAD,306,NORTH,5835.438,BRANDY CREEK,BAW BAW,EASTERN,96G3,-38.1162,145.92654,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND FLAT,100,VEGETATION,50m,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No Facilities At Site,10,5,5,,,800,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,UNSAFE,NONE,NO SIGNS,MINIMAL,surface is rough at southern entry,PLEASANT,None,No Comments,No Comments,473,1.46295E+12,1.4847E+12,026ea672-f102-42c7-b2e6-6c1b65b19495
363028,,1.4358E+12,3000100,,PRINCES FREEWAY EAST,EASTBOUND,PRINCES FREEWAY EAST,PRINCES FREEWAY,2510,F,FW,M1,HAUNTED HILLS-PRINCES OUT RAMP ON,635,SOUTHEAST,141523.005,HERNES OAK,LATROBE,EASTERN,97G5,-38.21627,146.32668,CARS AND TRUCKS,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,110,NONE,NOT ASSESSED,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Facilities At Site,0,0,0,,,1200,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,UNSAFE,NO,NO,NONE,NO SIGNS,MINIMAL,dangerous Entry Point and rough surface,UNINVITING,None,No Comments,No dedicated lane makes for dangerous entry and exit,474,1.46295E+12,1.4847E+12,af7c737f-8c7f-4ad2-9d75-1019bbc8a797
363029,,1.43631E+12,3000101,Flynn Truck Stop Westbound,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,FLYNNS CREEK ROAD,323,WEST,176922.977,FLYNN,LATROBE,EASTERN,98D4,-38.16884,146.69249,TRUCK PARKING BAY,TRUCK PARKING BAY,NOT ASSESSED,STRAIGHT FLAT,80,NONE,NOT ASSESSED,SPRAYED SEAL,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,GOOD,GOOD,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,0,0,0,,,400,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,Wide shoulder to allow for turning,PLEASANT,None,No Comments,Highway duplication works in progress at time of survey. 80kmph Speed Limit,475,1.46295E+12,1.4847E+12,c2d7a3c8-f7a9-41e3-9a9b-8b39ca2cd785
363030,,1.43631E+12,3000102,Pakenham Westbound,PRINCES FREEWAY EAST,WESTBOUND,PRINCES FREEWAY EAST,PRINCES FREEWAY,2510,R,FW,M1,OFFICER SOUTH ROAD,1449,WEST,461635.759,OFFICER,CARDINIA,METRO SOUTH EAST,95H3,-38.0728147,145.3899366,SERVICE CENTRE,FREEWAY SERVICE CENTRE,NOT ASSESSED,STRAIGHT FLAT,100,NONE,50m,CONCRETE,EXCELLENT,EXCELLENT,EXCELLENT,GOOD,Not Assessed,NONE,NONE,EXCELLENT,EXCELLENT,NO SHADE,NO SHADE,NO SHADE,NO SHADE,EXCELLENT,GOOD,FAST FOOD,NOT ASSESSED,NO,Clean And Inviting,82,3,20,,,18000,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,SAFE,SAFE,EXCELLENT,20,SIGNS INSTALLED,Dedicated Lane for entry,PLEASANT,Weighbridge,All Clean And Tidy,Modern Service Centre Facilities,476,1.46295E+12,1.4847E+12,ec508486-1359-4bb6-8523-1ae66b93d146
363031,,1.43631E+12,3000103,Cranbourne Northbound,SOUTH GIPPSLAND HIGHWAY,NORTHBOUND,SOUTH GIPPSLAND HIGHWAY,SOUTH GIPPSLAND HIGHWAY,2580,R,AH,M420,SOUTH GIPPSLAND HIGHWAY,112,SOUTH,241080.746,CRANBOURNE,CASEY,METRO SOUTH EAST,95F3,-38.12348,145.28871,TRUCK PARKING BAY,TRUCK PARKING BAY,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,SPRAYED SEAL,EXCELLENT,EXCELLENT,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,2,8,3,,,200,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,GOOD,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,477,1.46295E+12,1.4847E+12,a7ecac4e-e83e-4b77-8064-97ece8f2e9dc
363032,,1.43631E+12,3000104,Cranbourne Southbound,SOUTH GIPPSLAND HIGHWAY,SOUTHBOUND,SOUTH GIPPSLAND HIGHWAY,SOUTH GIPPSLAND HIGHWAY,2580,F,AH,M420,SOUTH GIPPSLAND HIGHWAY,103,NORTH,15437.123,CRANBOURNE EAST,CASEY,METRO SOUTH EAST,458H2,-38.12615,145.2903,CARS ONLY,MINOR,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,SPRAYED SEAL,EXCELLENT,EXCELLENT,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,3,8,3,,,200,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,POOR,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,478,1.46295E+12,1.4847E+12,28b5aec5-2cca-4784-8ccb-b34bdbaf3d75
363033,,1.43631E+12,3000105,Cranbourne West Southbound,WESTERN PORT HIGHWAY,SOUTHBOUND,WESTERN PORT HIGHWAY,DANDENONG-HASTINGS ROAD,2230,F,AH,M780,THOMPSONS ROAD,84,SOUTHEAST,4411.537,CRANBOURNE WEST,CASEY,METRO SOUTH EAST,448F11,-38.0784,145.23996,SERVICE CENTRE,FREEWAY SERVICE CENTRE,NOT ASSESSED,STRAIGHT FLAT,100,NONE,50m,CONCRETE,EXCELLENT,EXCELLENT,EXCELLENT,NONE,Not Assessed,NONE,NONE,EXCELLENT,EXCELLENT,NO SHADE,COVERED WITH WALKWAY,SOME SHADE,ALL DAY,EXCELLENT,GOOD,FAST FOOD,NO,NO,Clean And Inviting,82,10,10,,,11000,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,GOOD,15,SIGNS INSTALLED,Turning Lane Provided,PLEASANT,None,All Clean And Tidy,Modern Service Centre Facilities,479,1.46295E+12,1.4847E+12,8ab36d04-e24d-436b-9cbe-61cd2e6651df
363034,,1.43631E+12,3000106,Skye,WESTERN PORT HIGHWAY,NORTHBOUND,WESTERN PORT HIGHWAY,DANDENONG-HASTINGS ROAD,2230,R,AH,M780,HALL ROAD,130,SOUTHWEST,20868.758,SKYE,FRANKSTON,METRO SOUTH EAST,9.50E+04,-38.10814,145.2326,SERVICE CENTRE,FREEWAY SERVICE CENTRE,NOT ASSESSED,STRAIGHT FLAT,100,NONE,50m,SPRAYED SEAL,EXCELLENT,EXCELLENT,EXCELLENT,GOOD,Not Assessed,NONE,NONE,EXCELLENT,EXCELLENT,NO SHADE,COVERED WITH WALKWAY,SOME SHADE,ALL DAY,EXCELLENT,GOOD,FAST FOOD,NO,NO,Clean And Inviting,92,9,12,,,11000,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,SAFE,SAFE,EXCELLENT,15,SIGNS INSTALLED,Turning lanes at both entry points,PLEASANT,None,All Clean And Tidy,Modern Service Centre Facilities,480,1.46295E+12,1.4847E+12,54119737-dae8-443d-8a22-e85572bc25fa
363035,,1.4364E+12,3000107,Pakenham Eastbound,PRINCES FREEWAY EAST,EASTBOUND,PRINCES FREEWAY EAST,PRINCES FREEWAY,2510,F,FW,M1,OFFICER SOUTH ROAD,1804,WEST,49729.011,OFFICER,CARDINIA,METRO SOUTH EAST,95H3,-38.07039,145.38678,SERVICE CENTRE,FREEWAY SERVICE CENTRE,NOT ASSESSED,STRAIGHT FLAT,100,NONE,50m,CONCRETE,EXCELLENT,EXCELLENT,EXCELLENT,GOOD,Not Assessed,NONE,NONE,EXCELLENT,EXCELLENT,NO SHADE,COVERED WITH WALKWAY,SOME SHADE,ALL DAY,EXCELLENT,GOOD,FAST FOOD,NO,NO,Clean And Inviting,82,4,30,,,22000,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,EXCELLENT,20,SIGNS INSTALLED,Dedicated Lane for entry,PLEASANT,None,All Clean And Tidy,Modern Service Centre Facilities,481,1.46295E+12,1.4847E+12,e81ab38c-ce3d-4d6c-b410-459dca3f1930
363036,,1.4364E+12,3000108,,PRINCES FREEWAY EAST,WESTBOUND,PRINCES FREEWAY EAST,PRINCES FREEWAY,2510,F,FW,M1,PRINCES FREEWAY,497,EAST,74883.295,GARFIELD,CARDINIA,METRO SOUTH EAST,96C3,-38.07094,145.66149,CARS ONLY,MINOR,NOT ASSESSED,BEND FLAT,80,NONE,NOT ASSESSED,SPRAYED SEAL,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,GOOD,GOOD,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,5,2,1,,,200,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,Access off freeway onto old highway alignment,PLEASANT,None,No Comments,No Comments,482,1.46295E+12,1.4847E+12,2f6367d5-154a-4d0a-aa11-926ff2880433
363037,,1.4364E+12,3000109,Gumbuya Park,PRINCES FREEWAY EAST,WESTBOUND,PRINCES FREEWAY EAST,PRINCES FREEWAY,2510,F,FW,M1,PRINCES FREEWAY,678,EAST,75064.668,GARFIELD,CARDINIA,METRO SOUTH EAST,96C3,-38.07171,145.6636,CARS ONLY,MAJOR,NOT ASSESSED,STRAIGHT FLAT,80,VEGETATION,10m,SPRAYED SEAL,GOOD,NONE,GOOD,NONE,Not Assessed,GOOD,GOOD,GOOD,GOOD,TREES,TREES,MOSTLY SHADED,ALL DAY,GOOD,NONE,NONE,NO,NO,No Comments,20,5,0,,,350,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,Access off freeway onto old highway alignment,PLEASANT,None,All Clean And Tidy,No Comments,483,1.46295E+12,1.4847E+12,1c3a69ed-6554-4678-99d3-1596677d3966
363038,,1.4364E+12,3000110,,PRINCES HIGHWAY EAST,EASTBOUND,PRINCES FREEWAY EAST,PRINCES FREEWAY,2510,F,FW,M1,ABECKETT ROAD,627,SOUTHEAST,83145.279,BUNYIP NORTH,CARDINIA,METRO SOUTH EAST,9.60E+04,-38.08158,145.75221,CARS ONLY,MINOR,NOT ASSESSED,STRAIGHT FLAT,100,VEGETATION,50m,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,POOR,POOR,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,Run Down,10,0,0,,,1500,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,Access off freeway onto laneway,UNINVITING,None,Run Down,Site is neglected - service centre only 1km away,484,1.46295E+12,1.4847E+12,6316be0a-3704-4b01-9f61-7356578bd43a
363039,,1.4364E+12,3000111,Longwarry North eastbound,PRINCES HIGHWAY EAST,EASTBOUND,PRINCES FREEWAY EAST,PRINCES FREEWAY,2510,F,FW,M1,SAND ROAD,241,WEST,85237.06,LONGWARRY,BAW BAW,EASTERN,9.60E+04,-38.08555,145.77494,SERVICE CENTRE,FREEWAY SERVICE CENTRE,NOT ASSESSED,STRAIGHT FLAT,100,NONE,100m,CONCRETE,EXCELLENT,EXCELLENT,EXCELLENT,GOOD,Not Assessed,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,COVERED NO WALKWAY,COVERED WITH WALKWAY,SOME SHADE,ALL DAY,EXCELLENT,GOOD,FAST FOOD,NO,NO,Clean And Inviting,48,5,12,,,9500,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,EXCELLENT,20,SIGNS INSTALLED,Dedicated Lane for entry,PLEASANT,None,All Clean And Tidy,Modern Service Centre Facilities,485,1.46295E+12,1.4847E+12,197e1081-45de-4712-a31f-8450650911ef
363040,,1.4364E+12,3000112,Tyers Bridge Day Visitor Area,MOE-RAWSON ROAD,NORTHBOUND,MOE-RAWSON ROAD,MOE-RAWSON ROAD,5537,F,AO,C466,SEC ACCESS TRACK,178,WEST,21485.201,MOONDARRA,BAW BAW,EASTERN,97G2,-38.03483,146.33062,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,TREES,SOME SHADE,ALL DAY,NONE,GOOD,NONE,NO,NO,No Comments,8,2,0,,,320,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,Well signed,SCENIC,None,Maintained By Parks Victoria,No Comments,486,1.46295E+12,1.4847E+12,a4cf1969-9685-42a1-a4ca-1c000cff6de0
363041,,1.43718E+12,3000113,Cheynes Bridge,LICOLA ROAD,NORTHBOUND,LICOLA ROAD,LICOLA ROAD,5954,F,AO,C486,CHEYNES BRIDGE TRACK,152,NORTH,32130.298,GLENMAGGIE,WELLINGTON,EASTERN,82C6,-37.76267,146.66913,CAMPING AREA,NON VICROADS,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,GRAVEL,POOR,NONE,POOR,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,GOOD,NONE,NO,YES,Good Condition,30,10,0,,,5000,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,Easy Access,PLEASANT,None,Clean and Tidy,Popular Camping Spot,487,1.46295E+12,1.4847E+12,398612c6-19a0-46ee-83dc-9b5e7bedf0f1
363042,,1.43718E+12,3000114,,LICOLA ROAD,SOUTHBOUND,LICOLA ROAD,LICOLA ROAD,5954,F,AO,C486,CHESTERFIELD ROAD,303,SOUTHEAST,15579.138,GLENMAGGIE,WELLINGTON,EASTERN,82D7,-37.87278,146.70917,CARS AND TRUCKS,NOT ASSESSED,NOT ASSESSED,STRAIGHT HILL,100,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,POOR,POOR,NONE,NONE,NO SHADE,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,Very Rundown,5,2,2,,,300,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,Run Down,No Comments,488,1.46295E+12,1.4847E+12,4e2bb169-ff88-483e-8ad9-ffb32d2a0712
363043,,1.43562E+12,4000001,,HUME FREEWAY,NORTHBOUND,HUME HIGHWAY,HUME FREEWAY,2550,F,AH,M31,CAMERON STREET,29,SOUTH,20985.312,MICKLEHAM,HUME,METRO NORTH WEST,78H2,-37.526031,144.947388,TRUCK PARKING BAY,TRUCK PARKING BAY,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,POOR,POOR,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,0,0,0,,,2000,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,GOOD,NO SIGNS,MINIMAL,No Comments,NOT ASSESSED,None,No Comments,No Comments,489,1.46295E+12,1.4847E+12,860f3c2f-5c80-4ce3-8a75-abb59d489529
363044,,1.43562E+12,4000002,,HUME FREEWAY,NORTHBOUND,HUME HIGHWAY,HUME FREEWAY,2550,F,AH,M31,DONOVANS LANE,335,NORTHEAST,24532.777,BEVERIDGE,MITCHELL,NORTHERN,427A3,-37.496189,144.958374,CARS AND TRUCKS,TRUCK PARKING BAY,NOT ASSESSED,STRAIGHT FLAT,110,VEGETATION,20m,ASPHALT,EXCELLENT,NONE,NONE,NONE,Not Assessed,POOR,POOR,GOOD,GOOD,NO SHADE,NO SHADE,NO SHADE,NO SHADE,GOOD,NONE,NONE,NO,NO,weighbridge,0,0,0,,,3000,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,GOOD,NO SIGNS,MINIMAL,No Comments,NOT ASSESSED,None,No Comments,Old weighbridge building with gate,490,1.46295E+12,1.4847E+12,880abe22-6e99-41df-a79e-45c2a56a2b98
363045,,1.43562E+12,4000003,Beveridge Service Centre,HUME FREEWAY,NORTHBOUND,HUME FREEWAY,HUME FREEWAY,2550,F,FW,M31,WATSON-HUME OUT RAMP ON,2155,NORTHEAST,36678.124,WALLAN,MITCHELL,NORTHERN,417C10,-37.402607,145.014923,SERVICE CENTRE,FREEWAY SERVICE CENTRE,NOT ASSESSED,STRAIGHT FLAT,110,VEGETATION,50m,ASPHALT,EXCELLENT,EXCELLENT,EXCELLENT,GOOD,Not Assessed,NONE,NONE,EXCELLENT,EXCELLENT,NO SHADE,NO SHADE,NO SHADE,NO SHADE,EXCELLENT,EXCELLENT,FAST FOOD,NO,NO,No Comments,45,5,20,,,3600,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,EXCELLENT,OTHER,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,491,1.46295E+12,1.4847E+12,461e0b1a-28b8-4145-890a-5459e7bbf292
